label,K2HPO4_(mM),KH2PO4_(mM),Na2HPO4_(mM),Glucose_(mM),(NH4)2SO4_(mM),NH4Cl_(mM),Alanine_(mM),Arginine/HCl_(mM),Asparagine/H2O_(mM),AsparticAcid_(mM),Cystine/HCl/H2O_(mM),GlutamicAcid/HCl_(mM),Glutamine_(mM),Glycine_(mM),Histidine/HCl/H2O_(mM),Isoleucine_(mM),Leucine_(mM),Lysine/HCl_(mM),Methionine_(mM),Phenylalanine_(mM),Proline_(mM),Serine_(mM),Threonine_(mM),Tryptophan_(mM),Tyrosine_(mM),Valine_(mM),KCl_(mM),NaCl_(mM),MgSO4/7H2O_(mM),MgCl2/6H2O_(mM),CaCl2/2H2O_(mM),CaSO4/2H2O_(mM),Na3C6H5O7/2H2O_(mM),Na2S2O3/5H2O_(mM),FeSO4/7H2O_(mM),CuSO4/5H2O_(mM),Na2MoO4/2H2O_(mM),ZuSO4/7H2O_(mM),Thiamine/HCl_(mM),Pyridoxine_(mM),FolicAcid_(mM),Riboflavin_(mM),H3BO3_(mM),AminobenzoicAcid_(mM)
Curve04087,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.001,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04088,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.001,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04089,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.001,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04090,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.001,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04091,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.001,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04092,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.001,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04105,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.1,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04106,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.1,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04107,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.1,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04108,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.1,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04109,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.1,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04110,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.1,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04111,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.1,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04112,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.1,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04113,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.1,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04114,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.1,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04115,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.1,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04116,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.1,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04117,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,1.0,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04118,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,1.0,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04119,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,1.0,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04120,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,1.0,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04121,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,1.0,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04122,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,1.0,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04123,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,1.0,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04124,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,1.0,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04125,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,1.0,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04126,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,1.0,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04127,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,1.0,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04128,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,1.0,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04141,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.002,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04142,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.002,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04143,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.002,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04144,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.002,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04145,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.002,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04146,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.002,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04147,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.002,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04148,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.002,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04149,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.002,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04150,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.002,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04151,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.002,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04152,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.002,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04153,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.02,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04154,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.02,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04155,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.02,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04156,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.02,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04157,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.02,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04158,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.02,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04159,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.02,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04160,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.02,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04161,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.02,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04162,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.02,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04163,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.02,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04164,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.02,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04165,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.2,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04166,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.2,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04167,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.2,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04168,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.2,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04169,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.2,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04170,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.2,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04171,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.2,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04172,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.2,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04173,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.2,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04174,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.2,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04175,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.2,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04176,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.2,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04177,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,2.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04178,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,2.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04179,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,2.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04180,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,2.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Curve04181,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,2.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1.0e-6,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
