label,K2HPO4_(mM),KH2PO4_(mM),Na2HPO4_(mM),Glucose_(mM),(NH4)2SO4_(mM),NH4Cl_(mM),Alanine_(mM),Arginine/HCl_(mM),Asparagine/H2O_(mM),AsparticAcid_(mM),Cystine/HCl/H2O_(mM),GlutamicAcid/HCl_(mM),Glutamine_(mM),Glycine_(mM),Histidine/HCl/H2O_(mM),Isoleucine_(mM),Leucine_(mM),Lysine/HCl_(mM),Methionine_(mM),Phenylalanine_(mM),Proline_(mM),Serine_(mM),Threonine_(mM),Tryptophan_(mM),Tyrosine_(mM),Valine_(mM),KCl_(mM),NaCl_(mM),MgSO4/7H2O_(mM),MgCl2/6H2O_(mM),CaCl2/2H2O_(mM),CaSO4/2H2O_(mM),Na3C6H5O7/2H2O_(mM),Na2S2O3/5H2O_(mM),FeSO4/7H2O_(mM),CuSO4/5H2O_(mM),Na2MoO4/2H2O_(mM),ZuSO4/7H2O_(mM),Thiamine/HCl_(mM),Pyridoxine_(mM),FolicAcid_(mM),Riboflavin_(mM),H3BO3_(mM),AminobenzoicAcid_(mM)
Cond00311,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.0,0.0,1e-06,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Cond00312,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.5,0.0,1e-06,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Cond00313,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,5.0,0.0,1e-06,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Cond00314,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,50.0,0.0,1e-06,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Cond00315,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,5e-05,1e-06,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Cond00316,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0005,1e-06,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Cond00317,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.005,1e-06,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Cond00318,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.05,1e-06,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Cond00319,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,0.0,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Cond00320,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1e-05,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Cond00321,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,0.0001,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Cond00322,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,0.001,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Cond00323,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1e-06,0.0,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Cond00324,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1e-06,0.001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Cond00325,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1e-06,0.01,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Cond00326,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1e-06,0.1,0.0,0.1,0.002,0.0005,0.0,0.8,0.0
Cond00327,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1e-06,0.0001,1e-05,0.1,0.002,0.0005,0.0,0.8,0.0
Cond00328,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1e-06,0.0001,0.0001,0.1,0.002,0.0005,0.0,0.8,0.0
Cond00329,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1e-06,0.0001,0.001,0.1,0.002,0.0005,0.0,0.8,0.0
Cond00330,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1e-06,0.0001,0.01,0.1,0.002,0.0005,0.0,0.8,0.0
Cond00331,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1e-06,0.0001,0.0,0.0,0.002,0.0005,0.0,0.8,0.0
Cond00332,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1e-06,0.0001,0.0,0.0001,0.002,0.0005,0.0,0.8,0.0
Cond00333,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1e-06,0.0001,0.0,0.001,0.002,0.0005,0.0,0.8,0.0
Cond00334,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1e-06,0.0001,0.0,0.01,0.002,0.0005,0.0,0.8,0.0
Cond00335,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1e-06,0.0001,0.0,0.1,0.0,0.0005,0.0,0.8,0.0
Cond00336,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1e-06,0.0001,0.0,0.1,0.0002,0.0005,0.0,0.8,0.0
Cond00337,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1e-06,0.0001,0.0,0.1,0.02,0.0005,0.0,0.8,0.0
Cond00338,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1e-06,0.0001,0.0,0.1,0.2,0.0005,0.0,0.8,0.0
Cond00339,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1e-06,0.0001,0.0,0.1,0.002,0.0,0.0,0.8,0.0
Cond00340,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1e-06,0.0001,0.0,0.1,0.002,5e-06,0.0,0.8,0.0
Cond00341,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1e-06,0.0001,0.0,0.1,0.002,5e-05,0.0,0.8,0.0
Cond00342,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1e-06,0.0001,0.0,0.1,0.002,0.005,0.0,0.8,0.0
Cond00343,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1e-06,0.0001,0.0,0.1,0.002,0.0005,5e-05,0.8,0.0
Cond00344,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1e-06,0.0001,0.0,0.1,0.002,0.0005,0.0005,0.8,0.0
Cond00345,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1e-06,0.0001,0.0,0.1,0.002,0.0005,0.005,0.8,0.0
Cond00346,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1e-06,0.0001,0.0,0.1,0.002,0.0005,0.05,0.8,0.0
Cond00347,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1e-06,0.0001,0.0,0.1,0.002,0.0005,0.0,0.0,0.0
Cond00348,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1e-06,0.0001,0.0,0.1,0.002,0.0005,0.0,0.0008,0.0
Cond00349,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1e-06,0.0001,0.0,0.1,0.002,0.0005,0.0,0.008,0.0
Cond00350,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1e-06,0.0001,0.0,0.1,0.002,0.0005,0.0,0.08,0.0
Cond00351,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1e-06,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.0001
Cond00352,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1e-06,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.001
Cond00353,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1e-06,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.01
Cond00354,30.75,11.0,84.6,0.22,100.0,0.0,0.002,0.02,2.0,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,2.0,0.01,10.0,0.0,0.1,0.5,0.02,0.05,0.0,1e-06,0.0001,0.0,0.1,0.002,0.0005,0.0,0.8,0.1
Cond00355,0.0615,11.0,42.3,2.0,1.0,1.0,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.009090909090909,0.0181818181818181,0.1818181818181818,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.009090909090909,0.005,0.0181818181818181,0.5,0.0004545454545454,9.090909090909093e-06,0.0009090909090909,9.090909090909092e-05,0.0009090909090909,0.0018181818181818,5e-05,0.0005,0.0072727272727272,0.0009090909090909
Cond00356,30.75,11.0,42.3,2.0,1.0,1.0,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.009090909090909,0.0181818181818181,0.1818181818181818,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.009090909090909,0.005,0.0181818181818181,0.5,0.0004545454545454,9.090909090909093e-06,0.0009090909090909,9.090909090909092e-05,0.0009090909090909,0.0018181818181818,5e-05,0.0005,0.0072727272727272,0.0009090909090909
Cond00357,61.5,11.0,42.3,2.0,1.0,1.0,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.009090909090909,0.0181818181818181,0.1818181818181818,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.009090909090909,0.005,0.0181818181818181,0.5,0.0004545454545454,9.090909090909093e-06,0.0009090909090909,9.090909090909092e-05,0.0009090909090909,0.0018181818181818,5e-05,0.0005,0.0072727272727272,0.0009090909090909
Cond00358,92.25,11.0,42.3,2.0,1.0,1.0,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.009090909090909,0.0181818181818181,0.1818181818181818,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.009090909090909,0.005,0.0181818181818181,0.5,0.0004545454545454,9.090909090909093e-06,0.0009090909090909,9.090909090909092e-05,0.0009090909090909,0.0018181818181818,5e-05,0.0005,0.0072727272727272,0.0009090909090909
Cond00359,123.0,11.0,42.3,2.0,1.0,1.0,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.009090909090909,0.0181818181818181,0.1818181818181818,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.009090909090909,0.005,0.0181818181818181,0.5,0.0004545454545454,9.090909090909093e-06,0.0009090909090909,9.090909090909092e-05,0.0009090909090909,0.0018181818181818,5e-05,0.0005,0.0072727272727272,0.0009090909090909
Cond00360,61.5,0.0385,42.3,2.0,1.0,1.0,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.009090909090909,0.0181818181818181,0.1818181818181818,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.009090909090909,0.005,0.0181818181818181,0.5,0.0004545454545454,9.090909090909093e-06,0.0009090909090909,9.090909090909092e-05,0.0009090909090909,0.0018181818181818,5e-05,0.0005,0.0072727272727272,0.0009090909090909
Cond00361,61.5,22.0,42.3,2.0,1.0,1.0,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.009090909090909,0.0181818181818181,0.1818181818181818,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.009090909090909,0.005,0.0181818181818181,0.5,0.0004545454545454,9.090909090909093e-06,0.0009090909090909,9.090909090909092e-05,0.0009090909090909,0.0018181818181818,5e-05,0.0005,0.0072727272727272,0.0009090909090909
Cond00362,61.5,38.5,42.3,2.0,1.0,1.0,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.009090909090909,0.0181818181818181,0.1818181818181818,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.009090909090909,0.005,0.0181818181818181,0.5,0.0004545454545454,9.090909090909093e-06,0.0009090909090909,9.090909090909092e-05,0.0009090909090909,0.0018181818181818,5e-05,0.0005,0.0072727272727272,0.0009090909090909
Cond00363,61.5,77.0,42.3,2.0,1.0,1.0,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.009090909090909,0.0181818181818181,0.1818181818181818,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.009090909090909,0.005,0.0181818181818181,0.5,0.0004545454545454,9.090909090909093e-06,0.0009090909090909,9.090909090909092e-05,0.0009090909090909,0.0018181818181818,5e-05,0.0005,0.0072727272727272,0.0009090909090909
Cond00364,61.5,11.0,0.0,2.0,1.0,1.0,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.009090909090909,0.0181818181818181,0.1818181818181818,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.009090909090909,0.005,0.0181818181818181,0.5,0.0004545454545454,9.090909090909093e-06,0.0009090909090909,9.090909090909092e-05,0.0009090909090909,0.0018181818181818,5e-05,0.0005,0.0072727272727272,0.0009090909090909
Cond00365,61.5,11.0,21.15,2.0,1.0,1.0,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.009090909090909,0.0181818181818181,0.1818181818181818,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.009090909090909,0.005,0.0181818181818181,0.5,0.0004545454545454,9.090909090909093e-06,0.0009090909090909,9.090909090909092e-05,0.0009090909090909,0.0018181818181818,5e-05,0.0005,0.0072727272727272,0.0009090909090909
Cond00366,61.5,11.0,63.45,2.0,1.0,1.0,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.009090909090909,0.0181818181818181,0.1818181818181818,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.009090909090909,0.005,0.0181818181818181,0.5,0.0004545454545454,9.090909090909093e-06,0.0009090909090909,9.090909090909092e-05,0.0009090909090909,0.0018181818181818,5e-05,0.0005,0.0072727272727272,0.0009090909090909
Cond00367,61.5,11.0,84.6,2.0,1.0,1.0,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.009090909090909,0.0181818181818181,0.1818181818181818,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.009090909090909,0.005,0.0181818181818181,0.5,0.0004545454545454,9.090909090909093e-06,0.0009090909090909,9.090909090909092e-05,0.0009090909090909,0.0018181818181818,5e-05,0.0005,0.0072727272727272,0.0009090909090909
Cond00368,61.5,11.0,42.3,0.02,1.0,1.0,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.009090909090909,0.0181818181818181,0.1818181818181818,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.009090909090909,0.005,0.0181818181818181,0.5,0.0004545454545454,9.090909090909093e-06,0.0009090909090909,9.090909090909092e-05,0.0009090909090909,0.0018181818181818,5e-05,0.0005,0.0072727272727272,0.0009090909090909
